Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-03-14,3.8,3.8,3.8,3.8,0,0,0
2018-03-15,3.8,3.8,3.8,3.8,0,0,0
2018-03-16,3.8,3.8,3.8,3.8,0,0,0
2018-03-19,3.8,3.8,3.8,3.8,0,0,0
2018-03-20,3.8,3.8,3.8,3.8,0,0,0
2018-03-21,3.8,3.8,3.8,3.8,0,0,0
2018-03-22,3.8,3.8,3.8,3.8,0,0,0
2018-03-23,3.8,3.8,3.8,3.8,0,0,0
2018-03-26,3.8,3.8,3.8,3.8,0,0,0
2018-03-27,3.8,3.8,3.8,3.8,0,0,0
2018-03-28,3.8,3.8,3.8,3.8,0,0,0
2018-03-29,3.8,3.8,3.8,3.8,0,0,0
2018-04-02,3.8,3.8,3.8,3.8,0,0,0
2018-04-03,3.8,3.8,3.8,3.8,0,0,0
2018-04-04,3.8,3.8,3.8,3.8,0,0,0
2018-04-05,3.8,3.8,3.8,3.8,0,0,0
2018-04-06,3.8,3.8,3.8,3.8,0,0,0
2018-04-09,3.8,3.8,3.8,3.8,0,0,0
2018-04-10,3.8,3.8,3.8,3.8,0,0,0
2018-04-11,3.8,3.8,3.8,3.8,0,0,0
2018-04-12,3.8,3.8,3.8,3.8,0,0,0
2018-04-13,3.8,3.8,3.8,3.8,0,0,0
2018-04-16,3.8,3.8,3.8,3.8,0,0,0
2018-04-17,3.8,3.8,3.8,3.8,0,0,0
2018-04-18,3.8,3.8,3.8,3.8,0,0,0
2018-04-19,3.8,3.8,3.8,3.8,0,0,0
2018-04-20,3.8,3.8,3.8,3.8,0,0,0
2018-04-23,3.8,3.8,3.8,3.8,0,0,0
2018-04-24,3.8,3.8,3.8,3.8,0,0,0
2018-04-25,3.8,3.8,3.8,3.8,0,0,0
2018-04-26,3.8,3.8,3.8,3.8,0,0,0
2018-04-27,3.8,3.8,3.8,3.8,0,0,0
2018-04-30,3.8,3.8,3.8,3.8,0,0,0
2018-05-01,3.8,3.8,3.8,3.8,0,0,0
2018-05-02,3.8,3.8,3.8,3.8,0,0,0
2018-05-03,3.8,3.8,3.8,3.8,0,0,0
2018-05-04,3.8,3.8,3.8,3.8,0,0,0
2018-05-07,3.8,3.8,3.8,3.8,0,0,0
2018-05-08,3.8,3.8,3.8,3.8,0,0,0
2018-05-09,3.8,3.8,3.8,3.8,0,0,0
2018-05-10,3.8,3.8,3.8,3.8,0,0,0
2018-05-11,3.8,3.8,3.8,3.8,0,0,0
2018-05-14,3.8,3.8,3.8,3.8,0,0,0
2018-05-15,3.8,3.8,3.8,3.8,0,0,0
2018-05-16,3.8,3.8,3.8,3.8,0,0,0
2018-05-17,3.8,3.8,3.8,3.8,0,0,0
2018-05-18,3.8,3.8,3.8,3.8,0,0,0
2018-05-21,3.8,3.8,3.8,3.8,0,0,0
2018-05-22,3.8,3.8,3.8,3.8,0,0,0
2018-05-23,3.8,3.8,3.8,3.8,0,0,0
2018-05-24,3.8,3.8,3.8,3.8,0,0,0
2018-05-25,3.8,3.8,3.8,3.8,0,0,0
2018-05-29,3.8,3.8,3.8,3.8,0,0,0
2018-05-30,3.8,3.8,3.8,3.8,0,0,0
2018-05-31,3.8,3.8,3.8,3.8,0,0,0
2018-06-01,3.8,3.8,3.8,3.8,0,0,0
2018-06-04,3.8,3.8,3.8,3.8,0,0,0
2018-06-05,3.8,3.8,3.8,3.8,0,0,0
2018-06-06,3.8,3.8,3.8,3.8,0,0,0
2018-06-07,3.8,3.8,3.8,3.8,0,0,0
2018-06-08,3.8,3.8,3.8,3.8,0,0,0
2018-06-11,3.8,3.8,3.8,3.8,0,0,0
2018-06-12,3.8,3.8,3.8,3.8,0,0,0
2018-06-13,3.8,3.8,3.8,3.8,0,0,0
2018-06-14,3.8,3.8,3.8,3.8,0,0,0
2018-06-15,3.8,3.8,3.8,3.8,0,0,0
2018-06-18,3.8,3.8,3.8,3.8,0,0,0
2018-06-19,3.8,3.8,3.8,3.8,0,0,0
2018-06-20,3.8,3.8,3.8,3.8,0,0,0
2018-06-21,3.8,3.8,3.8,3.8,0,0,0
2018-06-22,3.8,3.8,3.8,3.8,0,0,0
2018-06-25,3.8,3.8,3.8,3.8,0,0,0
2018-06-26,3.8,3.8,3.8,3.8,0,0,0
2018-06-27,3.8,3.8,3.8,3.8,0,0,0
2018-06-28,3.8,3.8,3.8,3.8,0,0,0
2018-06-29,3.8,3.8,3.8,3.8,0,0,0
2018-07-02,3.8,3.8,3.8,3.8,0,0,0
2018-07-03,3.8,3.8,3.8,3.8,0,0,0
2018-07-05,3.8,3.8,3.8,3.8,0,0,0
2018-07-06,3.8,3.8,3.8,3.8,0,0,0
2018-07-09,3.8,3.8,3.8,3.8,0,0,0
2018-07-10,3.8,3.8,3.8,3.8,0,0,0
2018-07-11,3.8,3.8,3.8,3.8,0,0,0
2018-07-12,3.8,3.8,3.8,3.8,0,0,0
2018-07-13,3.8,3.8,3.8,3.8,0,0,0
2018-07-16,3.8,3.8,3.8,3.8,0,0,0
2018-07-17,3.8,3.8,3.8,3.8,0,0,0
2018-07-18,3.8,3.8,3.8,3.8,0,0,0
2018-07-19,3.8,3.8,3.8,3.8,0,0,0
2018-07-20,3.8,3.8,3.8,3.8,0,0,0
2018-07-23,3.8,3.8,3.8,3.8,0,0,0
2018-07-24,3.8,3.8,3.8,3.8,0,0,0
2018-07-25,3.8,3.8,3.8,3.8,0,0,0
2018-07-26,3.8,3.8,3.8,3.8,0,0,0
2018-07-27,3.8,3.8,3.8,3.8,0,0,0
2018-07-30,3.8,3.8,3.8,3.8,0,0,0
2018-07-31,3.8,3.8,3.8,3.8,0,0,0
2018-08-01,3.8,3.8,3.8,3.8,0,0,0
2018-08-02,3.8,3.8,3.8,3.8,0,0,0
2018-08-03,3.8,3.8,3.8,3.8,0,0,0
2018-08-06,3.8,3.8,3.8,3.8,0,0,0
2018-08-07,3.8,3.8,3.8,3.8,0,0,0
2018-08-08,3.8,3.8,3.8,3.8,0,0,0
